date,hour,day,week,month,quarter,year
02-07-2014 02:12,2,2,1st Week,7,Q3,2014
08-12-2018 16:26,16,8,2nd Week,12,Q4,2018
27-04-2016 20:22,20,27,4th Week,4,Q2,2016
27-10-2017 00:20,0,27,4th Week,10,Q4,2017
31-08-2016 00:50,0,31,4th Week,8,Q3,2016
14-09-2014 09:29,9,14,2nd Week,9,Q3,2014
24-12-2017 21:32,21,24,4th Week,12,Q4,2017
19-12-2018 05:29,5,19,3rd Week,12,Q4,2018
03-02-2020 12:21,12,3,1st Week,2,Q1,2020
09-04-2019 23:16,23,9,2nd Week,4,Q2,2019
19-09-2015 13:07,13,19,3rd Week,9,Q3,2015
11-02-2015 12:20,12,11,2nd Week,2,Q1,2015
11-10-2016 04:49,4,11,2nd Week,10,Q4,2016
01-01-2016 05:24,5,1,1st Week,1,Q1,2016
07-08-2020 12:19,12,7,1st Week,8,Q3,2020
11-09-2015 00:18,0,11,2nd Week,9,Q3,2015
08-06-2016 13:25,13,8,2nd Week,6,Q2,2016
19-02-2015 06:58,6,19,3rd Week,2,Q1,2015
21-05-2020 14:28,14,21,3rd Week,5,Q2,2020
15-12-2020 19:39,19,15,3rd Week,12,Q4,2020
12-02-2019 21:08,21,12,2nd Week,2,Q1,2019
17-03-2016 12:36,12,17,3rd Week,3,Q1,2016
24-10-2020 16:19,16,24,4th Week,10,Q4,2020
22-07-2020 19:45,19,22,4th Week,7,Q3,2020
21-07-2017 15:34,15,21,3rd Week,7,Q3,2017
18-12-2014 04:39,4,18,3rd Week,12,Q4,2014
08-12-2019 15:19,15,8,2nd Week,12,Q4,2019
20-08-2016 17:49,17,20,3rd Week,8,Q3,2016
27-12-2017 04:49,4,27,4th Week,12,Q4,2017
19-12-2018 20:51,20,19,3rd Week,12,Q4,2018
01-10-2019 18:34,18,1,1st Week,10,Q4,2019
22-08-2019 19:42,19,22,4th Week,8,Q3,2019
09-07-2019 00:18,0,9,2nd Week,7,Q3,2019
05-11-2018 01:28,1,5,1st Week,11,Q4,2018
18-11-2015 15:48,15,18,3rd Week,11,Q4,2015
24-08-2020 19:00,19,24,4th Week,8,Q3,2020
14-03-2020 22:46,22,14,2nd Week,3,Q1,2020
14-11-2017 18:07,18,14,2nd Week,11,Q4,2017
29-06-2020 18:58,18,29,4th Week,6,Q2,2020
01-11-2017 17:35,17,1,1st Week,11,Q4,2017
07-03-2017 09:14,9,7,1st Week,3,Q1,2017
08-02-2018 10:12,10,8,2nd Week,2,Q1,2018
12-06-2016 17:53,17,12,2nd Week,6,Q2,2016
21-04-2020 14:40,14,21,3rd Week,4,Q2,2020
04-04-2019 21:53,21,4,1st Week,4,Q2,2019
21-04-2018 12:10,12,21,3rd Week,4,Q2,2018
24-10-2017 01:45,1,24,4th Week,10,Q4,2017
13-01-2020 12:33,12,13,2nd Week,1,Q1,2020
23-12-2018 08:54,8,23,4th Week,12,Q4,2018
10-03-2016 18:05,18,10,2nd Week,3,Q1,2016
06-11-2014 05:09,5,6,1st Week,11,Q4,2014
10-08-2019 05:57,5,10,2nd Week,8,Q3,2019
14-08-2015 06:57,6,14,2nd Week,8,Q3,2015
13-05-2015 04:41,4,13,2nd Week,5,Q2,2015
31-05-2020 05:24,5,31,4th Week,5,Q2,2020
13-06-2018 21:05,21,13,2nd Week,6,Q2,2018
25-06-2019 23:57,23,25,4th Week,6,Q2,2019
10-10-2016 05:53,5,10,2nd Week,10,Q4,2016
14-12-2015 19:39,19,14,2nd Week,12,Q4,2015
11-02-2015 05:30,5,11,2nd Week,2,Q1,2015
01-08-2017 22:47,22,1,1st Week,8,Q3,2017
24-01-2015 02:07,2,24,4th Week,1,Q1,2015
11-08-2018 08:27,8,11,2nd Week,8,Q3,2018
14-12-2016 11:39,11,14,2nd Week,12,Q4,2016
11-11-2014 19:46,19,11,2nd Week,11,Q4,2014
09-08-2019 20:27,20,9,2nd Week,8,Q3,2019
15-06-2017 02:44,2,15,3rd Week,6,Q2,2017
13-07-2020 14:40,14,13,2nd Week,7,Q3,2020
30-06-2017 00:22,0,30,4th Week,6,Q2,2017
01-05-2018 17:12,17,1,1st Week,5,Q2,2018
09-02-2019 12:51,12,9,2nd Week,2,Q1,2019
02-01-2020 17:52,17,2,1st Week,1,Q1,2020
09-12-2017 23:54,23,9,2nd Week,12,Q4,2017
31-08-2017 04:29,4,31,4th Week,8,Q3,2017
18-12-2015 16:58,16,18,3rd Week,12,Q4,2015
29-09-2018 10:01,10,29,4th Week,9,Q3,2018
22-10-2016 07:03,7,22,4th Week,10,Q4,2016
11-11-2019 04:24,4,11,2nd Week,11,Q4,2019
08-01-2017 12:02,12,8,2nd Week,1,Q1,2017
22-08-2015 12:25,12,22,4th Week,8,Q3,2015
13-09-2020 00:45,0,13,2nd Week,9,Q3,2020
27-10-2017 09:15,9,27,4th Week,10,Q4,2017
30-07-2017 22:03,22,30,4th Week,7,Q3,2017
07-05-2017 07:39,7,7,1st Week,5,Q2,2017
17-07-2014 00:11,0,17,3rd Week,7,Q3,2014
26-11-2020 21:17,21,26,4th Week,11,Q4,2020
02-08-2015 09:39,9,2,1st Week,8,Q3,2015
06-02-2018 02:51,2,6,1st Week,2,Q1,2018
13-09-2018 03:01,3,13,2nd Week,9,Q3,2018
13-08-2015 10:12,10,13,2nd Week,8,Q3,2015
18-09-2018 00:11,0,18,3rd Week,9,Q3,2018
30-04-2016 04:38,4,30,4th Week,4,Q2,2016
04-09-2016 09:21,9,4,1st Week,9,Q3,2016
15-09-2020 10:36,10,15,3rd Week,9,Q3,2020
31-10-2014 13:08,13,31,4th Week,10,Q4,2014
13-06-2019 15:51,15,13,2nd Week,6,Q2,2019
12-05-2017 00:45,0,12,2nd Week,5,Q2,2017
08-01-2021 21:58,21,8,2nd Week,1,Q1,2021
26-01-2020 12:35,12,26,4th Week,1,Q1,2020
25-08-2018 21:28,21,25,4th Week,8,Q3,2018
10-12-2015 21:13,21,10,2nd Week,12,Q4,2015
23-09-2020 09:30,9,23,4th Week,9,Q3,2020
09-09-2019 21:48,21,9,2nd Week,9,Q3,2019
09-12-2018 08:59,8,9,2nd Week,12,Q4,2018
17-05-2017 08:46,8,17,3rd Week,5,Q2,2017
13-05-2015 11:39,11,13,2nd Week,5,Q2,2015
06-06-2017 05:23,5,6,1st Week,6,Q2,2017
13-09-2015 13:51,13,13,2nd Week,9,Q3,2015
27-01-2015 01:27,1,27,4th Week,1,Q1,2015
30-12-2020 15:12,15,30,4th Week,12,Q4,2020
28-05-2020 18:37,18,28,4th Week,5,Q2,2020
21-11-2018 10:44,10,21,3rd Week,11,Q4,2018
14-02-2014 10:49,10,14,2nd Week,2,Q1,2014
12-01-2017 04:19,4,12,2nd Week,1,Q1,2017
27-10-2015 09:55,9,27,4th Week,10,Q4,2015
07-09-2019 09:36,9,7,1st Week,9,Q3,2019
25-06-2014 18:15,18,25,4th Week,6,Q2,2014
02-05-2019 03:11,3,2,1st Week,5,Q2,2019
15-08-2015 08:01,8,15,3rd Week,8,Q3,2015
04-09-2014 18:38,18,4,1st Week,9,Q3,2014
27-12-2018 06:27,6,27,4th Week,12,Q4,2018
23-03-2019 13:02,13,23,4th Week,3,Q1,2019
21-11-2017 18:09,18,21,3rd Week,11,Q4,2017
24-11-2016 02:32,2,24,4th Week,11,Q4,2016
08-07-2015 09:06,9,8,2nd Week,7,Q3,2015
15-07-2018 23:26,23,15,3rd Week,7,Q3,2018
09-05-2020 07:40,7,9,2nd Week,5,Q2,2020
09-11-2014 19:48,19,9,2nd Week,11,Q4,2014
02-11-2018 17:40,17,2,1st Week,11,Q4,2018
07-09-2019 19:55,19,7,1st Week,9,Q3,2019
07-09-2017 10:41,10,7,1st Week,9,Q3,2017
18-07-2015 22:32,22,18,3rd Week,7,Q3,2015
14-08-2015 22:24,22,14,2nd Week,8,Q3,2015
05-09-2017 08:09,8,5,1st Week,9,Q3,2017
02-09-2018 02:41,2,2,1st Week,9,Q3,2018
24-02-2019 10:03,10,24,4th Week,2,Q1,2019
29-01-2018 23:19,23,29,4th Week,1,Q1,2018
07-04-2014 06:44,6,7,1st Week,4,Q2,2014
18-02-2019 23:53,23,18,3rd Week,2,Q1,2019
04-07-2014 23:25,23,4,1st Week,7,Q3,2014
13-05-2018 23:02,23,13,2nd Week,5,Q2,2018
14-02-2019 06:32,6,14,2nd Week,2,Q1,2019
08-02-2019 16:02,16,8,2nd Week,2,Q1,2019
04-03-2015 15:29,15,4,1st Week,3,Q1,2015
08-01-2021 00:20,0,8,2nd Week,1,Q1,2021
16-05-2015 18:53,18,16,3rd Week,5,Q2,2015
08-10-2014 07:50,7,8,2nd Week,10,Q4,2014
23-03-2018 01:47,1,23,4th Week,3,Q1,2018
18-11-2019 12:20,12,18,3rd Week,11,Q4,2019
30-06-2018 08:28,8,30,4th Week,6,Q2,2018
07-05-2017 08:07,8,7,1st Week,5,Q2,2017
04-05-2016 11:01,11,4,1st Week,5,Q2,2016
18-05-2016 18:44,18,18,3rd Week,5,Q2,2016
26-05-2016 21:59,21,26,4th Week,5,Q2,2016
27-02-2016 14:47,14,27,4th Week,2,Q1,2016
01-11-2016 00:07,0,1,1st Week,11,Q4,2016
29-01-2016 19:08,19,29,4th Week,1,Q1,2016
02-11-2014 23:59,23,2,1st Week,11,Q4,2014
19-11-2014 20:16,20,19,3rd Week,11,Q4,2014
20-05-2018 06:09,6,20,3rd Week,5,Q2,2018
31-12-2014 00:44,0,31,4th Week,12,Q4,2014
26-06-2016 17:06,17,26,4th Week,6,Q2,2016
24-04-2015 22:39,22,24,4th Week,4,Q2,2015
08-04-2018 08:55,8,8,2nd Week,4,Q2,2018
20-09-2019 02:24,2,20,3rd Week,9,Q3,2019
29-10-2014 13:36,13,29,4th Week,10,Q4,2014
28-03-2017 10:35,10,28,4th Week,3,Q1,2017
04-01-2021 11:32,11,4,1st Week,1,Q1,2021
18-05-2016 12:01,12,18,3rd Week,5,Q2,2016
08-02-2019 21:12,21,8,2nd Week,2,Q1,2019
12-06-2018 20:15,20,12,2nd Week,6,Q2,2018
13-02-2019 17:30,17,13,2nd Week,2,Q1,2019
29-04-2018 12:03,12,29,4th Week,4,Q2,2018
04-10-2019 10:52,10,4,1st Week,10,Q4,2019
21-10-2015 16:21,16,21,3rd Week,10,Q4,2015
21-01-2017 11:48,11,21,3rd Week,1,Q1,2017
18-02-2016 13:29,13,18,3rd Week,2,Q1,2016
26-04-2015 21:41,21,26,4th Week,4,Q2,2015
23-12-2020 11:09,11,23,4th Week,12,Q4,2020
22-01-2021 05:11,5,22,4th Week,1,Q1,2021
19-06-2015 22:33,22,19,3rd Week,6,Q2,2015
26-05-2015 04:12,4,26,4th Week,5,Q2,2015
15-02-2016 12:20,12,15,3rd Week,2,Q1,2016
13-12-2018 09:44,9,13,2nd Week,12,Q4,2018
14-07-2017 22:44,22,14,2nd Week,7,Q3,2017
24-03-2020 19:07,19,24,4th Week,3,Q1,2020
19-03-2015 22:58,22,19,3rd Week,3,Q1,2015
31-12-2016 04:50,4,31,4th Week,12,Q4,2016
10-03-2015 14:40,14,10,2nd Week,3,Q1,2015
14-06-2018 19:27,19,14,2nd Week,6,Q2,2018
19-08-2015 19:33,19,19,3rd Week,8,Q3,2015
27-07-2020 14:23,14,27,4th Week,7,Q3,2020
29-07-2019 09:36,9,29,4th Week,7,Q3,2019
30-03-2020 00:09,0,30,4th Week,3,Q1,2020
17-07-2018 19:50,19,17,3rd Week,7,Q3,2018
27-03-2014 04:05,4,27,4th Week,3,Q1,2014
05-10-2020 10:21,10,5,1st Week,10,Q4,2020
07-12-2016 00:38,0,7,1st Week,12,Q4,2016
27-11-2017 13:13,13,27,4th Week,11,Q4,2017
29-06-2017 21:46,21,29,4th Week,6,Q2,2017
22-04-2016 15:58,15,22,4th Week,4,Q2,2016
27-01-2017 22:32,22,27,4th Week,1,Q1,2017
23-12-2019 04:11,4,23,4th Week,12,Q4,2019
26-02-2017 02:28,2,26,4th Week,2,Q1,2017
14-09-2015 12:34,12,14,2nd Week,9,Q3,2015
05-07-2014 18:53,18,5,1st Week,7,Q3,2014
07-07-2020 05:40,5,7,1st Week,7,Q3,2020
08-02-2015 03:14,3,8,2nd Week,2,Q1,2015
22-07-2014 05:42,5,22,4th Week,7,Q3,2014
28-02-2015 01:26,1,28,4th Week,2,Q1,2015
12-08-2019 19:15,19,12,2nd Week,8,Q3,2019
24-04-2020 05:40,5,24,4th Week,4,Q2,2020
01-11-2015 09:09,9,1,1st Week,11,Q4,2015
15-10-2018 06:27,6,15,3rd Week,10,Q4,2018
18-11-2018 17:49,17,18,3rd Week,11,Q4,2018
16-09-2018 16:32,16,16,3rd Week,9,Q3,2018
08-02-2018 23:31,23,8,2nd Week,2,Q1,2018
12-01-2018 01:23,1,12,2nd Week,1,Q1,2018
08-06-2020 13:04,13,8,2nd Week,6,Q2,2020
08-12-2020 04:15,4,8,2nd Week,12,Q4,2020
21-03-2014 22:28,22,21,3rd Week,3,Q1,2014
04-04-2019 06:06,6,4,1st Week,4,Q2,2019
02-11-2017 06:41,6,2,1st Week,11,Q4,2017
27-10-2020 13:41,13,27,4th Week,10,Q4,2020
04-08-2014 23:27,23,4,1st Week,8,Q3,2014
02-01-2015 18:51,18,2,1st Week,1,Q1,2015
10-07-2020 06:57,6,10,2nd Week,7,Q3,2020
03-05-2017 22:38,22,3,1st Week,5,Q2,2017
12-07-2015 01:52,1,12,2nd Week,7,Q3,2015
02-08-2017 23:17,23,2,1st Week,8,Q3,2017
11-05-2020 03:48,3,11,2nd Week,5,Q2,2020
04-01-2018 18:13,18,4,1st Week,1,Q1,2018
07-04-2017 10:27,10,7,1st Week,4,Q2,2017
30-05-2020 20:50,20,30,4th Week,5,Q2,2020
22-10-2015 19:03,19,22,4th Week,10,Q4,2015
21-11-2020 00:15,0,21,3rd Week,11,Q4,2020
24-03-2016 01:04,1,24,4th Week,3,Q1,2016
26-06-2018 01:47,1,26,4th Week,6,Q2,2018
03-07-2020 01:43,1,3,1st Week,7,Q3,2020
04-11-2014 13:25,13,4,1st Week,11,Q4,2014
13-10-2016 05:26,5,13,2nd Week,10,Q4,2016
17-10-2019 08:54,8,17,3rd Week,10,Q4,2019
12-02-2019 08:16,8,12,2nd Week,2,Q1,2019
22-11-2014 21:46,21,22,4th Week,11,Q4,2014
24-02-2018 06:52,6,24,4th Week,2,Q1,2018
08-08-2015 22:34,22,8,2nd Week,8,Q3,2015
06-12-2014 06:24,6,6,1st Week,12,Q4,2014
06-06-2019 04:54,4,6,1st Week,6,Q2,2019
30-11-2017 01:30,1,30,4th Week,11,Q4,2017
06-08-2020 08:06,8,6,1st Week,8,Q3,2020
20-12-2015 08:51,8,20,3rd Week,12,Q4,2015
30-09-2020 07:32,7,30,4th Week,9,Q3,2020
01-05-2020 17:30,17,1,1st Week,5,Q2,2020
01-02-2015 17:30,17,1,1st Week,2,Q1,2015
19-02-2020 19:28,19,19,3rd Week,2,Q1,2020
16-07-2018 06:55,6,16,3rd Week,7,Q3,2018
08-11-2016 13:18,13,8,2nd Week,11,Q4,2016
30-11-2014 23:54,23,30,4th Week,11,Q4,2014
19-10-2014 02:40,2,19,3rd Week,10,Q4,2014
21-06-2015 02:20,2,21,3rd Week,6,Q2,2015
10-09-2018 16:04,16,10,2nd Week,9,Q3,2018
02-09-2019 03:12,3,2,1st Week,9,Q3,2019
03-10-2017 12:45,12,3,1st Week,10,Q4,2017
20-07-2019 04:41,4,20,3rd Week,7,Q3,2019
01-03-2014 20:00,20,1,1st Week,3,Q1,2014
28-08-2020 10:34,10,28,4th Week,8,Q3,2020
08-02-2015 20:46,20,8,2nd Week,2,Q1,2015
11-03-2017 05:36,5,11,2nd Week,3,Q1,2017
12-03-2015 06:36,6,12,2nd Week,3,Q1,2015
28-07-2015 09:57,9,28,4th Week,7,Q3,2015
18-03-2016 14:54,14,18,3rd Week,3,Q1,2016
13-08-2018 00:33,0,13,2nd Week,8,Q3,2018
25-07-2019 19:31,19,25,4th Week,7,Q3,2019
08-12-2019 19:58,19,8,2nd Week,12,Q4,2019
23-05-2018 18:31,18,23,4th Week,5,Q2,2018
16-12-2014 16:45,16,16,3rd Week,12,Q4,2014
24-12-2018 13:11,13,24,4th Week,12,Q4,2018
08-05-2017 05:38,5,8,2nd Week,5,Q2,2017
20-11-2019 07:41,7,20,3rd Week,11,Q4,2019
02-08-2018 19:00,19,2,1st Week,8,Q3,2018
23-07-2020 18:29,18,23,4th Week,7,Q3,2020
07-10-2017 03:19,3,7,1st Week,10,Q4,2017
14-08-2014 15:09,15,14,2nd Week,8,Q3,2014
21-09-2015 14:16,14,21,3rd Week,9,Q3,2015
07-02-2019 09:42,9,7,1st Week,2,Q1,2019
16-02-2020 13:46,13,16,3rd Week,2,Q1,2020
12-12-2015 11:33,11,12,2nd Week,12,Q4,2015
27-01-2014 21:53,21,27,4th Week,1,Q1,2014
20-02-2017 14:28,14,20,3rd Week,2,Q1,2017
13-01-2015 22:09,22,13,2nd Week,1,Q1,2015
04-07-2017 23:46,23,4,1st Week,7,Q3,2017
27-10-2014 08:44,8,27,4th Week,10,Q4,2014
31-08-2014 07:01,7,31,4th Week,8,Q3,2014
13-06-2017 16:49,16,13,2nd Week,6,Q2,2017
23-12-2016 11:04,11,23,4th Week,12,Q4,2016
17-05-2015 10:21,10,17,3rd Week,5,Q2,2015
27-02-2019 21:38,21,27,4th Week,2,Q1,2019
06-09-2020 09:12,9,6,1st Week,9,Q3,2020
01-12-2016 15:40,15,1,1st Week,12,Q4,2016
11-11-2016 03:26,3,11,2nd Week,11,Q4,2016
28-05-2019 22:46,22,28,4th Week,5,Q2,2019
15-08-2014 03:44,3,15,3rd Week,8,Q3,2014
22-02-2019 08:30,8,22,4th Week,2,Q1,2019
21-06-2018 13:57,13,21,3rd Week,6,Q2,2018
09-07-2018 06:00,6,9,2nd Week,7,Q3,2018
07-12-2018 20:12,20,7,1st Week,12,Q4,2018
18-09-2017 01:28,1,18,3rd Week,9,Q3,2017
19-06-2015 16:57,16,19,3rd Week,6,Q2,2015
15-08-2020 16:31,16,15,3rd Week,8,Q3,2020
20-06-2014 13:00,13,20,3rd Week,6,Q2,2014
28-08-2017 14:30,14,28,4th Week,8,Q3,2017
10-07-2015 03:26,3,10,2nd Week,7,Q3,2015
19-01-2017 18:33,18,19,3rd Week,1,Q1,2017
17-01-2020 08:33,8,17,3rd Week,1,Q1,2020
15-09-2018 16:32,16,15,3rd Week,9,Q3,2018
14-10-2016 07:53,7,14,2nd Week,10,Q4,2016
02-04-2014 07:12,7,2,1st Week,4,Q2,2014
05-11-2017 06:05,6,5,1st Week,11,Q4,2017
28-02-2016 18:57,18,28,4th Week,2,Q1,2016
10-04-2015 16:51,16,10,2nd Week,4,Q2,2015
27-01-2016 02:02,2,27,4th Week,1,Q1,2016
17-05-2015 16:23,16,17,3rd Week,5,Q2,2015
01-10-2018 05:05,5,1,1st Week,10,Q4,2018
17-05-2018 04:10,4,17,3rd Week,5,Q2,2018
27-04-2020 18:29,18,27,4th Week,4,Q2,2020
03-06-2018 00:33,0,3,1st Week,6,Q2,2018
27-05-2015 07:11,7,27,4th Week,5,Q2,2015
30-03-2014 14:04,14,30,4th Week,3,Q1,2014
10-08-2016 22:52,22,10,2nd Week,8,Q3,2016
15-07-2019 19:04,19,15,3rd Week,7,Q3,2019
01-08-2016 00:06,0,1,1st Week,8,Q3,2016
22-09-2017 06:31,6,22,4th Week,9,Q3,2017
09-07-2019 07:12,7,9,2nd Week,7,Q3,2019
10-09-2015 07:30,7,10,2nd Week,9,Q3,2015
30-05-2015 07:04,7,30,4th Week,5,Q2,2015
28-04-2015 13:41,13,28,4th Week,4,Q2,2015
16-09-2017 10:41,10,16,3rd Week,9,Q3,2017
23-01-2019 11:09,11,23,4th Week,1,Q1,2019
15-06-2017 01:54,1,15,3rd Week,6,Q2,2017
20-05-2016 07:41,7,20,3rd Week,5,Q2,2016
06-03-2017 07:57,7,6,1st Week,3,Q1,2017
11-09-2018 18:57,18,11,2nd Week,9,Q3,2018
07-10-2017 17:37,17,7,1st Week,10,Q4,2017
18-08-2017 17:14,17,18,3rd Week,8,Q3,2017
26-01-2016 02:07,2,26,4th Week,1,Q1,2016
27-03-2016 17:48,17,27,4th Week,3,Q1,2016
23-10-2016 07:03,7,23,4th Week,10,Q4,2016
25-12-2016 21:41,21,25,4th Week,12,Q4,2016
30-04-2014 08:50,8,30,4th Week,4,Q2,2014
12-03-2019 17:57,17,12,2nd Week,3,Q1,2019
29-01-2014 09:07,9,29,4th Week,1,Q1,2014
17-06-2016 12:45,12,17,3rd Week,6,Q2,2016
21-08-2019 06:34,6,21,3rd Week,8,Q3,2019
05-11-2017 07:46,7,5,1st Week,11,Q4,2017
15-11-2015 13:20,13,15,3rd Week,11,Q4,2015
30-05-2016 02:35,2,30,4th Week,5,Q2,2016
05-04-2016 04:40,4,5,1st Week,4,Q2,2016
12-09-2020 15:25,15,12,2nd Week,9,Q3,2020
04-01-2015 19:48,19,4,1st Week,1,Q1,2015
21-01-2020 11:13,11,21,3rd Week,1,Q1,2020
21-09-2014 18:07,18,21,3rd Week,9,Q3,2014
19-07-2019 05:06,5,19,3rd Week,7,Q3,2019
29-12-2015 20:25,20,29,4th Week,12,Q4,2015
30-06-2018 09:51,9,30,4th Week,6,Q2,2018
17-08-2020 06:14,6,17,3rd Week,8,Q3,2020
01-09-2014 13:11,13,1,1st Week,9,Q3,2014
19-02-2018 08:31,8,19,3rd Week,2,Q1,2018
25-07-2016 08:18,8,25,4th Week,7,Q3,2016
22-06-2015 19:45,19,22,4th Week,6,Q2,2015
18-08-2017 05:09,5,18,3rd Week,8,Q3,2017
15-08-2018 20:11,20,15,3rd Week,8,Q3,2018
03-03-2019 03:51,3,3,1st Week,3,Q1,2019
09-04-2020 03:40,3,9,2nd Week,4,Q2,2020
23-10-2020 15:22,15,23,4th Week,10,Q4,2020
08-04-2017 10:44,10,8,2nd Week,4,Q2,2017
15-09-2020 05:59,5,15,3rd Week,9,Q3,2020
18-08-2014 19:15,19,18,3rd Week,8,Q3,2014
24-08-2016 10:21,10,24,4th Week,8,Q3,2016
21-01-2014 00:47,0,21,3rd Week,1,Q1,2014
01-02-2015 20:20,20,1,1st Week,2,Q1,2015
02-04-2017 11:31,11,2,1st Week,4,Q2,2017
16-04-2018 22:08,22,16,3rd Week,4,Q2,2018
20-02-2015 07:19,7,20,3rd Week,2,Q1,2015
02-06-2020 01:22,1,2,1st Week,6,Q2,2020
03-10-2018 08:56,8,3,1st Week,10,Q4,2018
31-08-2017 13:42,13,31,4th Week,8,Q3,2017
04-08-2019 00:25,0,4,1st Week,8,Q3,2019
20-12-2017 12:48,12,20,3rd Week,12,Q4,2017
05-05-2020 08:10,8,5,1st Week,5,Q2,2020
27-02-2014 06:40,6,27,4th Week,2,Q1,2014
13-08-2020 10:37,10,13,2nd Week,8,Q3,2020
20-06-2018 03:39,3,20,3rd Week,6,Q2,2018
03-02-2015 03:26,3,3,1st Week,2,Q1,2015
24-10-2017 19:32,19,24,4th Week,10,Q4,2017
01-09-2018 01:42,1,1,1st Week,9,Q3,2018
22-09-2020 11:33,11,22,4th Week,9,Q3,2020
23-12-2018 19:58,19,23,4th Week,12,Q4,2018
26-09-2017 15:37,15,26,4th Week,9,Q3,2017
27-07-2016 02:14,2,27,4th Week,7,Q3,2016
06-01-2016 16:15,16,6,1st Week,1,Q1,2016
31-08-2016 23:52,23,31,4th Week,8,Q3,2016
22-10-2017 13:53,13,22,4th Week,10,Q4,2017
08-10-2015 04:18,4,8,2nd Week,10,Q4,2015
31-10-2020 10:45,10,31,4th Week,10,Q4,2020
27-04-2017 07:09,7,27,4th Week,4,Q2,2017
19-03-2017 13:30,13,19,3rd Week,3,Q1,2017
23-11-2019 02:40,2,23,4th Week,11,Q4,2019
24-08-2019 17:11,17,24,4th Week,8,Q3,2019
05-01-2020 00:46,0,5,1st Week,1,Q1,2020
12-11-2017 18:48,18,12,2nd Week,11,Q4,2017
06-05-2017 11:28,11,6,1st Week,5,Q2,2017
04-09-2017 17:17,17,4,1st Week,9,Q3,2017
20-09-2019 15:07,15,20,3rd Week,9,Q3,2019
31-12-2014 21:21,21,31,4th Week,12,Q4,2014
22-09-2017 07:47,7,22,4th Week,9,Q3,2017
30-09-2018 12:16,12,30,4th Week,9,Q3,2018
05-12-2016 19:20,19,5,1st Week,12,Q4,2016
06-03-2020 12:02,12,6,1st Week,3,Q1,2020
24-07-2019 13:53,13,24,4th Week,7,Q3,2019
19-03-2019 19:35,19,19,3rd Week,3,Q1,2019
14-11-2014 15:52,15,14,2nd Week,11,Q4,2014
08-04-2020 22:41,22,8,2nd Week,4,Q2,2020
09-10-2016 00:59,0,9,2nd Week,10,Q4,2016
03-09-2016 00:24,0,3,1st Week,9,Q3,2016
07-06-2014 19:09,19,7,1st Week,6,Q2,2014
15-11-2019 06:22,6,15,3rd Week,11,Q4,2019
14-10-2018 03:02,3,14,2nd Week,10,Q4,2018
12-09-2015 14:34,14,12,2nd Week,9,Q3,2015
09-07-2017 18:11,18,9,2nd Week,7,Q3,2017
11-03-2016 09:51,9,11,2nd Week,3,Q1,2016
18-08-2017 14:08,14,18,3rd Week,8,Q3,2017
04-09-2017 08:33,8,4,1st Week,9,Q3,2017
12-04-2014 03:41,3,12,2nd Week,4,Q2,2014
08-01-2018 22:41,22,8,2nd Week,1,Q1,2018
21-03-2018 07:54,7,21,3rd Week,3,Q1,2018
17-11-2015 07:10,7,17,3rd Week,11,Q4,2015
15-05-2018 15:18,15,15,3rd Week,5,Q2,2018
17-10-2018 03:03,3,17,3rd Week,10,Q4,2018
03-11-2017 23:31,23,3,1st Week,11,Q4,2017
16-10-2014 10:09,10,16,3rd Week,10,Q4,2014
03-10-2016 01:52,1,3,1st Week,10,Q4,2016
15-05-2014 20:27,20,15,3rd Week,5,Q2,2014
25-10-2016 10:54,10,25,4th Week,10,Q4,2016
04-04-2019 18:56,18,4,1st Week,4,Q2,2019
18-12-2020 15:18,15,18,3rd Week,12,Q4,2020
08-11-2019 08:34,8,8,2nd Week,11,Q4,2019
23-11-2019 14:11,14,23,4th Week,11,Q4,2019
21-10-2018 21:39,21,21,3rd Week,10,Q4,2018
06-04-2014 02:29,2,6,1st Week,4,Q2,2014
20-02-2017 12:13,12,20,3rd Week,2,Q1,2017
16-05-2020 22:49,22,16,3rd Week,5,Q2,2020
17-10-2019 23:30,23,17,3rd Week,10,Q4,2019
23-02-2019 02:44,2,23,4th Week,2,Q1,2019
17-03-2018 03:15,3,17,3rd Week,3,Q1,2018
13-10-2016 21:58,21,13,2nd Week,10,Q4,2016
17-05-2017 07:07,7,17,3rd Week,5,Q2,2017
28-05-2017 21:11,21,28,4th Week,5,Q2,2017
02-10-2020 14:06,14,2,1st Week,10,Q4,2020
28-05-2016 17:50,17,28,4th Week,5,Q2,2016
02-04-2020 13:55,13,2,1st Week,4,Q2,2020
07-07-2018 17:27,17,7,1st Week,7,Q3,2018
18-05-2015 20:32,20,18,3rd Week,5,Q2,2015
01-03-2018 09:38,9,1,1st Week,3,Q1,2018
25-08-2017 09:25,9,25,4th Week,8,Q3,2017
11-05-2015 11:10,11,11,2nd Week,5,Q2,2015
29-01-2015 16:24,16,29,4th Week,1,Q1,2015
21-06-2017 07:58,7,21,3rd Week,6,Q2,2017
25-05-2015 21:38,21,25,4th Week,5,Q2,2015
04-07-2018 14:41,14,4,1st Week,7,Q3,2018
27-06-2018 20:39,20,27,4th Week,6,Q2,2018
17-06-2019 23:05,23,17,3rd Week,6,Q2,2019
03-12-2019 20:19,20,3,1st Week,12,Q4,2019
15-04-2016 22:56,22,15,3rd Week,4,Q2,2016
12-09-2015 02:48,2,12,2nd Week,9,Q3,2015
